rock,file,url
Conglomerate,Conglomerate/Conglomerate_003.png,https://www.virtualmicroscope.org/sites/default/files/hero-10agt02_0.jpg
Conglomerate,Conglomerate/Conglomerate_004.png,https://c8.alamy.com/comp/BY2EKJ/conglomerate-sedimentary-rock-sample-BY2EKJ.jpg
Conglomerate,Conglomerate/Conglomerate_005.png,https://m.media-amazon.com/images/I/814vRkHQ-BL.jpg
Conglomerate,Conglomerate/Conglomerate_006.png,https://www.rocksandminerals4u.com/images/breccia300.jpg
Conglomerate,Conglomerate/Conglomerate_007.png,https://rocksminerals.flexiblelearning.auckland.ac.nz/rocks/images/conglomerate1.jpg
Conglomerate,Conglomerate/Conglomerate_008.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhpA4QAwNWsO1Qk1Bx0TClZdXZzQaa57C-0rOZIu9zVK8rHGBLoDLgdzsDkFCdmBlS169tZ2iVcQXMclKyEJy6VpKxmQNE3zOfMq6CePuOZkKQpefuQrvPdhGBubpfE2Dc9oZLRRRmxC5-FhSIBXz0O7M9_7moWHdGOn1kQ8z7cZhZBNpbtSQDxjQdIyhA/s1600/chemical-and-bioclastic-sedimentary-rocks-examples.webp
Conglomerate,Conglomerate/Conglomerate_009.png,https://www.eiscolabs.com/cdn/shop/products/blaiqzpb4werscncppql_971x700.jpg?v=1590668168
Conglomerate,Conglomerate/Conglomerate_010.png,https://cdn.britannica.com/27/76827-004-BAF4A0B9/rock-Breccia-sample-astronauts-Apollo-15-Moon-1971.jpg
Gabbro,Gabbro/Gabbro_001.png,https://www.virtualmicroscope.org/sites/default/files/Gabbro3_hero_mod.jpg
Gabbro,Gabbro/Gabbro_002.png,https://geologyistheway.com/wp-content/uploads/2021/04/1353-09.06.15_1-gabbro-augite-phenocrysts-11-cm1.jpg
Gabbro,Gabbro/Gabbro_003.png,https://www.hbarsci.com/cdn/shop/files/ctokkx8eruem3l6b815t_795x700.jpg?v=1748462016
Gabbro,Gabbro/Gabbro_004.png,https://study.com/cimages/multimages/16/gabbro4417782943034475473.jpg
Gabbro,Gabbro/Gabbro_005.png,https://sites.pitt.edu/~cejones/GeoImages/2IgneousRocks/IgneousCompositions/2Gabbro/GabbroPyroxPlag.jpg
Gabbro,Gabbro/Gabbro_006.png,https://www.eiscolabs.com/cdn/shop/products/yfyz22lezdygj9v88rkd_922x700.jpg?v=1578504088
Gabbro,Gabbro/Gabbro_007.png,https://geologyistheway.com/wp-content/uploads/2021/04/01317-gabbro-10-cm.jpg
Gabbro,Gabbro/Gabbro_008.png,https://upload.wikimedia.org/wikipedia/commons/9/90/1gabbro.jpg
Gabbro,Gabbro/Gabbro_009.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhYrEX62VLcSWVnLK_drosvq2uUKCay6Ed3-f9cUDs0zrJZG_xaC2rwZP_oDoSG4Ntm-djX_9IT2dylUPN7NDYWKoc4GLx9nd14ZDVebJP06gDtpMduJJviqjgaYAzhb0WHfYB1hM4junlqNS7Xs3ctlUJ9_4sFcDxgEiSAGnmqpa8onf7dZDav-7HUWYA/s1600/gabbro-.webp
Gneiss,Gneiss/Gneiss_001.png,http://hyperphysics.phy-astr.gsu.edu/hbase/Geophys/geopic/gneiss2.jpg
Gneiss,Gneiss/Gneiss_002.png,https://geology.com/rocks/pictures/gneiss.jpg
Gneiss,Gneiss/Gneiss_003.png,https://gotbooks.miracosta.edu/rocks/metamorphic%20rocks/images/Gneiss.jpeg
Gneiss,Gneiss/Gneiss_004.png,https://i.etsystatic.com/15066439/r/il/c1d78e/2120998004/il_570xN.2120998004_ibfm.jpg
Gneiss,Gneiss/Gneiss_005.png,https://cdn.britannica.com/20/123820-004-30BBF441/Gneiss-metamorphic-rock-banding-presence-bands-proportions.jpg
Gneiss,Gneiss/Gneiss_006.png,https://media.sciencephoto.com/e4/17/03/94/e4170394-800px-wm.jpg
Gneiss,Gneiss/Gneiss_007.png,https://upload.wikimedia.org/wikipedia/commons/6/60/Gneiss.jpg
Gneiss,Gneiss/Gneiss_008.png,https://www.eiscolabs.com/cdn/shop/products/dxdlbg3cp81sz1qie8xd_1200x600_crop_center.jpg?v=1578504154
Gneiss,Gneiss/Gneiss_009.png,https://media.istockphoto.com/id/152548053/photo/isolated-sample-of-gneiss.jpg?s=612x612&w=0&k=20&c=i1wdmmTp1Rgp0hknS4wSQyDgI18CWo4OTIl4t3CKFfE=
Gneiss,Gneiss/Gneiss_010.png,"https://m.media-amazon.com/images/I/81Hpy0qp6EL._UF894,1000_QL80_.jpg"
Granite,Granite/Granite_001.png,https://www.geologypage.com/wp-content/uploads/2019/05/Granite-Rocks-GeologyPage.jpg
Granite,Granite/Granite_002.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjavWaHA4UOHZBkhhY-D-H9fAl-dTXnFcCDkbz0RQFxXRgYcHjA51leH1HHyPXbqf2VjElt6Ip2g1YfoinVXwIdC5jcs28B0TqENJcUVDjRTAG2IYLYRzFILBhWpaKqeXP8T0NGl4FOZgbiTLKUZSVpvvakOtiArOYhJRUH2zvB3mlg2YeoKD8W1EXDLlI/s1400/Granite-rock.jpeg
Granite,Granite/Granite_003.png,https://www.virtualmicroscope.org/sites/default/files/shap_gr-Shap1_hero_rc.jpg
Granite,Granite/Granite_004.png,https://geology.com/rocks/pictures/granite-large-orthoclase.jpg
Granite,Granite/Granite_005.png,"https://cdn.schoolspecialty.com/45d9e2ab-1748-4061-8384-b0f1010c1828/586255_JPG%20Output.jpg?width=700&height=700&fit=bounds&canvas=700,700&bg-color=ffffff"
Granite,Granite/Granite_006.png,https://www.geologypage.com/wp-content/uploads/2019/05/Granite-Rocks-GeologyPage-300x257.jpg
Granite,Granite/Granite_007.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/biotite_granite_scotland.jpg
Granite,Granite/Granite_008.png,https://img.freepik.com/premium-photo/granite-rock-sample-isolated-white-background-with-clipping-path-stone-specimen_532987-61.jpg
Granite,Granite/Granite_009.png,https://m.media-amazon.com/images/I/91R1JUDKitL.jpg
Hornfels,Hornfels/Hornfels_001.png,https://www.eiscolabs.com/cdn/shop/products/ESNG0056_c984947e-7b0c-43cf-9955-046d067b2d1c_1151x700.jpg?v=1571439001
Hornfels,Hornfels/Hornfels_002.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/Hornfels-removebg-preview.png
Hornfels,Hornfels/Hornfels_003.png,https://www.eiscolabs.com/cdn/shop/products/zvzhmjv0bkxkg7ufx6wl_1016x700.jpg?v=1578504132
Hornfels,Hornfels/Hornfels_004.png,https://upload.wikimedia.org/wikipedia/commons/7/71/Hornfels.jpg
Hornfels,Hornfels/Hornfels_005.png,https://www.eiscolabs.com/cdn/shop/products/dvtdwqaeslg8msoylpaf_1200x600_crop_center.jpg?v=1605118046
Hornfels,Hornfels/Hornfels_006.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/Banded_Hornfels-removebg-preview.png
Hornfels,Hornfels/Hornfels_007.png,https://www.virtualmicroscope.org/sites/default/files/hero-tom6.png
Hornfels,Hornfels/Hornfels_008.png,https://www.hbarsci.com/cdn/shop/products/xqkl48uwdn05ra4tdryx_1256x700.jpg?v=1748462670
Hornfels,Hornfels/Hornfels_009.png,https://geologyscience.com/wp-content/uploads/2018/04/schist-mica-10-cm-2.jpg
Limestone,Limestone/Limestone_001.png,https://www.eiscolabs.com/cdn/shop/products/utt4pubmzjxflkeamt7f_500e04e5-80f8-42e1-a700-6b1e03a6e289_1200x922.jpg?v=1578504226
Limestone,Limestone/Limestone_002.png,https://m.media-amazon.com/images/I/81g9r5-9kzL.jpg
Limestone,Limestone/Limestone_003.png,https://i0.wp.com/depositsmag.com/wp-content/uploads/2024/01/65b3d5f5df7f1c7d67fecdb2.jpg?resize=300%2C300&ssl=1
Limestone,Limestone/Limestone_004.png,https://www.eiscolabs.com/cdn/shop/products/w9bv6cjqymzoywskb4jd_c723a528-ff60-4d56-b1e2-3ef7315a3272_755x700.jpg?v=1578504228
Limestone,Limestone/Limestone_005.png,"https://cdn.schoolspecialty.com/3beadd17-eed7-43e9-a3d7-b0f100065986/586618_JPG%20Output.jpg?width=700&height=700&fit=bounds&canvas=700,700&bg-color=ffffff"
Limestone,Limestone/Limestone_006.png,https://sandatlas.org/wp-content/uploads/00113-IMG_6074-Tempestite-limestone-breccia.jpg
Limestone,Limestone/Limestone_007.png,https://c8.alamy.com/comp/BY2EGM/bioclastic-limestone-sedimentary-rock-sample-BY2EGM.jpg
Limestone,Limestone/Limestone_008.png,https://www.hbarsci.com/cdn/shop/products/utt4pubmzjxflkeamt7f_d1c46e26-3a6a-4444-bb08-25296b3bc926_912x700.jpg?v=1748464429
Limestone,Limestone/Limestone_009.png,https://c8.alamy.com/comp/BRMH5E/rock-sample-of-limestone-showing-shell-fossil-BRMH5E.jpg
Marble,Marble/Marble_001.png,https://sites.pitt.edu/~cejones/GeoImages/6MetamorphicRocks/Marble/MarbleGrayBanded.jpg
Marble,Marble/Marble_002.png,https://www.eiscolabs.com/cdn/shop/products/bflnze7yaaqme5qkgdqc_915x700.jpg?v=1589577542
Marble,Marble/Marble_003.png,https://www.virtualmicroscope.org/sites/default/files/hero-smg442_Img25983.jpg
Marble,Marble/Marble_004.png,https://www.alexstrekeisen.it/immagini/diagrammi/marble2020(6).jpg
Marble,Marble/Marble_005.png,https://c8.alamy.com/comp/2ARNEAR/closeup-of-sample-of-natural-mineral-from-geological-collection-raw-marble-rock-isolated-on-white-background-2ARNEAR.jpg
Marble,Marble/Marble_006.png,https://sites.pitt.edu/~cejones/GeoImages/6MetamorphicRocks/Marble/MarbleWhite.jpg
Marble,Marble/Marble_007.png,https://www.virtualmicroscope.org/sites/default/files/SM103253a-Img12130_hero_pd.jpg
Marble,Marble/Marble_008.png,https://images.fineartamerica.com/images-medium-large-5/sample-of-marble-science-photo-library.jpg
Marble,Marble/Marble_009.png,https://img.freepik.com/premium-psd/white-marble-rock-specimen-natural-stone-texture-background-geology-mineral-sample_632498-32639.jpg
Migmatite,Migmatite/Migmatite_001.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/migmatite.jpg
Migmatite,Migmatite/Migmatite_002.png,https://cdn.britannica.com/82/146982-050-F34467BE/Migmatite-coast-island-Saaremaa-Estonia.jpg
Migmatite,Migmatite/Migmatite_003.png,https://cdn.britannica.com/40/131240-004-34E91F9F/Ptygmatic-migmatite-folding.jpg
Migmatite,Migmatite/Migmatite_004.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Migmatite_2005.jpg/250px-Migmatite_2005.jpg
Migmatite,Migmatite/Migmatite_005.png,https://www.shutterstock.com/image-photo/metamorphic-rock-sample-migmatite-isolated-260nw-1456058507.jpg
Migmatite,Migmatite/Migmatite_006.png,https://cdn.britannica.com/82/146982-050-F34467BE/Migmatite-coast-island-Saaremaa-Estonia.jpg?w=400&h=225&c=crop
Migmatite,Migmatite/Migmatite_007.png,https://c8.alamy.com/comp/2ARNCHX/closeup-of-sample-of-natural-mineral-from-geological-collection-unpolished-migmatite-rock-isolated-on-white-background-2ARNCHX.jpg
Migmatite,Migmatite/Migmatite_008.png,https://www.shutterstock.com/shutterstock/photos/483429490/display_1500/stock-photo-collection-of-metamorphic-rock-specimens-amphibolite-migmatite-quartzite-skarn-quartz-schist-483429490.jpg
Mudstone,Mudstone/Mudstone_001.png,https://www.geolsoc.org.uk/ks3/webdav/site/GSL/shared/images/education_and_careers/RockCycle/Sedimentary/mudstone3.jpg
Mudstone,Mudstone/Mudstone_002.png,https://rocksminerals.flexiblelearning.auckland.ac.nz/rocks/images/mudstone1.jpg
Mudstone,Mudstone/Mudstone_003.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/Mudstone-removebg-preview.png
Mudstone,Mudstone/Mudstone_004.png,https://rocksminerals.flexiblelearning.auckland.ac.nz/rocks/images/mudstone2.jpg
Mudstone,Mudstone/Mudstone_005.png,https://c8.alamy.com/comp/2T4DW04/mudstone-is-a-fine-grained-sedimentary-rock-composed-by-clay-minerals-sample-2T4DW04.jpg
Mudstone,Mudstone/Mudstone_006.png,https://upload.wikimedia.org/wikipedia/commons/4/42/SiltstoneUSGOV.jpg
Mudstone,Mudstone/Mudstone_007.png,https://c8.alamy.com/comp/BY2E65/mudstone-sedimentary-rock-sample-BY2E65.jpg
Mudstone,Mudstone/Mudstone_008.png,https://s3.eu-west-2.amazonaws.com/grpl-mylearning/resources/between-a-rock-and-an-art-place/img_3585.jpg
Mudstone,Mudstone/Mudstone_009.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgtBDxRk8XzGWLqfsqfsU8vu1Ciqtq6ooTcriq1iqvq2OU8Rtl8WxtxbeXslazqMTD7K3ipWholjadg7DwICySeNYud1Q6XAGpiWiEyKnz4kpc5QK8datZgty-s1QAF1-5LOdRKk_1LLcWa2Tx-VxAkd3Dxws7hONyTWUAEAS4srVOm3uM_JNzA1QD8nzo/s1600/clastic-sedimentary-rocks-examples-.webp
Mudstone,Mudstone/Mudstone_010.png,https://i0.wp.com/earthlines.com/wp-content/uploads/2024/02/654eb03da564455e0ae075fe.jpg?fit=3024%2C3024&ssl=1
Phyllite,Phyllite/Phyllite_001.png,https://www.virtualmicroscope.org/sites/default/files/hero-SM71856.jpg
Phyllite,Phyllite/Phyllite_002.png,https://cdn.britannica.com/45/127745-004-D7736608/Phyllite.jpg
Phyllite,Phyllite/Phyllite_003.png,https://geologyistheway.com/wp-content/uploads/2021/04/45574603002_2b5958e381_k-1024x600.jpg
Phyllite,Phyllite/Phyllite_004.png,https://northwestrockandfossil.com/wp-content/uploads/Rocks-and-minerals-the-stuff-of-the-earth-metamorphic-rocks-2.jpg
Phyllite,Phyllite/Phyllite_005.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/Phyllite-removebg-preview.png
Phyllite,Phyllite/Phyllite_006.png,https://opengeology.org/petrology/wp-content/uploads/Ch10/phyllite-Medicine-Bow-Mtns-WY-8.8-cm-across-James-St-John.jpg
Phyllite,Phyllite/Phyllite_007.png,https://www.eiscolabs.com/cdn/shop/products/wlmgtevhuwpgksjgnq6k_1416x700.jpg?v=1580329770
Phyllite,Phyllite/Phyllite_008.png,https://www.eiscolabs.com/cdn/shop/products/wlmgtevhuwpgksjgnq6k_1024x1024.jpg?v=1580329770
Quartzite,Quartzite/Quartzite_001.png,https://www.thoughtco.com/thmb/gsK-S0gtZ7uKHxs4twf9Nh3VHEI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/quartzite-crystal-mineral-sample-studio-shot-with-black-background-972333846-5c7e6525c9e77c0001d19dda.jpg
Quartzite,Quartzite/Quartzite_002.png,https://www.eiscolabs.com/cdn/shop/products/ESNG0060_941x700.jpg?v=1571438991
Quartzite,Quartzite/Quartzite_003.png,https://sandatlas.org/wp-content/uploads/1362-11.06.15_9-quartzite-9-cm.jpg
Quartzite,Quartzite/Quartzite_004.png,https://www.geologysuperstore.com/wp-content/uploads/2022/10/milky_quartz.jpg
Quartzite,Quartzite/Quartzite_005.png,"https://m.media-amazon.com/images/I/71nqXep8tuL._UF1000,1000_QL80_.jpg"
Quartzite,Quartzite/Quartzite_006.png,https://thumbs.dreamstime.com/b/natural-sample-crystalline-quartzite-orthoquartzite-rock-white-background-specimen-metamorphic-broken-cobble-104631208.jpg
Quartzite,Quartzite/Quartzite_007.png,https://c8.alamy.com/comp/BJ2JMR/quartz-sandstone-sedimentary-rock-BJ2JMR.jpg
Quartzite,Quartzite/Quartzite_008.png,https://i.etsystatic.com/15066439/r/il/131c62/2179416349/il_570xN.2179416349_crh9.jpg
Quartzite,Quartzite/Quartzite_009.png,https://www.alexstrekeisen.it/immagini/diagrammi/quartzite2020(1).jpg
Rhyolite,Rhyolite/Rhyolite_001.png,https://cdn.britannica.com/64/144464-050-36A5A119/Rhyolite.jpg
Rhyolite,Rhyolite/Rhyolite_002.png,"https://cdn.schoolspecialty.com/aa874289-7200-4481-943e-b0f1008ad317/586342_JPG%20Output.jpg?width=700&height=700&fit=bounds&canvas=700,700&bg-color=ffffff"
Rhyolite,Rhyolite/Rhyolite_003.png,https://c8.alamy.com/comp/2ARNE62/closeup-of-sample-of-natural-mineral-from-geological-collection-raw-rhyolite-rock-isolated-on-white-background-2ARNE62.jpg
Rhyolite,Rhyolite/Rhyolite_004.png,https://cdn.schoolspecialty.com/aa874289-7200-4481-943e-b0f1008ad317/586342_JPG%20Output.jpg
Rhyolite,Rhyolite/Rhyolite_005.png,https://www.geologysuperstore.com/wp-content/uploads/2023/03/Rhyolite-removebg-preview.png
Rhyolite,Rhyolite/Rhyolite_006.png,https://sites.pitt.edu/~cejones/GeoImages/2IgneousRocks/IgneousCompositions/7Rhyolite/Rhyolite.jpg
Rhyolite,Rhyolite/Rhyolite_007.png,https://c8.alamy.com/comp/BY2D2H/rhyolite-igneous-rock-sample-BY2D2H.jpg
Rhyolite,Rhyolite/Rhyolite_008.png,https://geology.com/rocks/pictures/rhyolite-specimens.jpg
Rhyolite,Rhyolite/Rhyolite_009.png,https://cdn.thomassci.com/_resources/_global/media/resized/00119/ihwx.a315a949-33c4-41f0-84db-3294e5a90619.500.500.jpg
Rhyolite,Rhyolite/Rhyolite_010.png,https://geology.com/rocks/pictures/rhyolite-380.jpg
Sandstone,Sandstone/Sandstone_001.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiv7qVfNCZPnzoZzxeHoP1x358OtI865MFwYS_EmJymMQL68LDodqwi3qyU_n0whoJuHItc_CqVwAtxqsChh9f4OaJ5Lcrstj21RR53pH51yTmfJzPdRwJrqNluR9UQnmF5J-LlNVzpep_JoMwScDxKoPJBZRKwSVuYTw59p-TOXtKsLJfzbvXh0uYNArQ/s728/arkose-.jpeg
Sandstone,Sandstone/Sandstone_002.png,https://mountainsandstone.au/wp-content/uploads/2022/10/50-75mm-rock-sample.jpg
Sandstone,Sandstone/Sandstone_003.png,https://m.media-amazon.com/images/I/81CcPT2sa4L.jpg
Sandstone,Sandstone/Sandstone_004.png,https://www.eiscolabs.com/cdn/shop/products/ej2rsustgc6krpjuamgu_1200x766.jpg?v=1605118070
Sandstone,Sandstone/Sandstone_005.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjMSgJsQm4yQRfY0xw5LqX7xr2dRmovZX8f9hBPNt7Pc7F-9o_mRYq2uUYnCMInktC6giKB_WH4FrnlceLwldwGBc3fvxUHy4tj8dE06PD2aCsh4rl2LX7D50QCj4K9hJgbrKzn0KZRQWidT6C74vC_WPuBA-8ciBT96jiBbxEelB_QO-odmrc3XfHt8ck/s1400/sandstone-.jpg
Sandstone,Sandstone/Sandstone_006.png,https://www.vinci-technologies.com/Medias/content/113446.jpg
Sandstone,Sandstone/Sandstone_007.png,"https://m.media-amazon.com/images/I/81CcPT2sa4L._AC_UF1000,1000_QL80_.jpg"
Sandstone,Sandstone/Sandstone_008.png,https://www.geologysuperstore.com/wp-content/uploads/2022/10/desert_sandstone.jpg
Sandstone,Sandstone/Sandstone_009.png,https://i0.wp.com/geologyscience.com/wp-content/uploads/2023/11/Sandstone-3.webp?fit=1200%2C1200&ssl=1
Shale,Shale/Shale_001.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgtBDxRk8XzGWLqfsqfsU8vu1Ciqtq6ooTcriq1iqvq2OU8Rtl8WxtxbeXslazqMTD7K3ipWholjadg7DwICySeNYud1Q6XAGpiWiEyKnz4kpc5QK8datZgty-s1QAF1-5LOdRKk_1LLcWa2Tx-VxAkd3Dxws7hONyTWUAEAS4srVOm3uM_JNzA1QD8nzo/s1600/clastic-sedimentary-rocks-examples-.webp
Shale,Shale/Shale_002.png,https://www.hbarsci.com/cdn/shop/products/m4ccvosis1yprmisf21u_1051x700.jpg?v=1748464210
Shale,Shale/Shale_003.png,https://www.rocksandminerals.com/rocks/sedimentary-rock_images/shale%20gray.jpg
Shale,Shale/Shale_004.png,https://assets.ltkcontent.com/images/11559/19026.thinkstockphotos-540852072_0066f46bde.jpg
Shale,Shale/Shale_005.png,https://volcano.oregonstate.edu/sites/volcano.oregonstate.edu/files/picture9_3.gif
Shale,Shale/Shale_006.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiP1uMJ7L9_udWVHxd06tL1vyM6jL7DVnnvNsRc3bxoHxeG8qyrfXdVDEY6jaBbxYvusf89nQBBElBvHqicyaWvi-yJBTox4r_bS97HbnGImvK1hz01vhI8MkXy2-6ceEJ75KGFDnJj98G3Ejs2gYh2odffWwtN6ydmRBd3vSbV-CTyYbF4BNoa5EGb0sQ/s1467/shales.webp
Shale,Shale/Shale_007.png,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41598-024-60981-z/MediaObjects/41598_2024_60981_Fig1_HTML.png
Shale,Shale/Shale_008.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhlOU5O_F_eE0MMPRVXpwfh1jClPDWMcUgKjl6Y_ewmTD73HvMMANVkQWr2AXEG8LFsi2gL1EPyH268QGte7EBuhVNlp9UpF9PCxCupZU57o08FLOxoJ0k9nxjXm2NzURNE6hsGxChgKvnsC20wPf2ApwiwEbELIumnJMCh_ZKf5BIDXwrlVKl0j3JoDog/s1600/chemical-and-bioclastic-sedimentary-rocks.webp
